time	V(borne2)	V(vout)
4.573875366927112e+00	-4.411786e-01	1.763773e+00
4.578758179427112e+00	-4.773072e-01	1.716063e+00
4.583640991927112e+00	-5.110177e-01	1.664724e+00
4.588523804427112e+00	-5.421393e-01	1.610018e+00
4.593406616927112e+00	-5.705142e-01	1.552222e+00
4.598289429427112e+00	-5.959988e-01	1.491628e+00
4.603172241927112e+00	-6.184639e-01	1.428543e+00
4.608055054427112e+00	-6.377957e-01	1.363287e+00
4.612937866927112e+00	-6.538963e-01	1.296190e+00
4.617820679427112e+00	-6.666841e-01	1.227593e+00
4.622703491927112e+00	-6.760943e-01	1.157843e+00
4.627586304427112e+00	-6.820792e-01	1.087293e+00
4.632469116927112e+00	-6.846085e-01	1.016301e+00
4.637351929427112e+00	-6.836694e-01	9.452260e-01
4.642234741927112e+00	-6.792668e-01	8.744287e-01
4.647117554427112e+00	-6.714227e-01	8.042676e-01
4.652000366927112e+00	-6.601771e-01	7.350981e-01
4.656883179427112e+00	-6.455869e-01	6.672707e-01
4.661765991927112e+00	-6.277260e-01	6.011289e-01
4.666648804427112e+00	-6.066848e-01	5.370078e-01
4.671531616927112e+00	-5.825700e-01	4.752324e-01
4.676414429427112e+00	-5.555037e-01	4.161156e-01
4.681297241927112e+00	-5.256232e-01	3.599568e-01
4.686180054427112e+00	-4.930797e-01	3.070406e-01
4.691062866927112e+00	-4.580381e-01	2.576351e-01
4.695945679427112e+00	-4.206760e-01	2.119906e-01
4.700828491927112e+00	-3.811827e-01	1.703383e-01
4.705711304427112e+00	-3.397581e-01	1.328892e-01
4.710594116927112e+00	-2.966123e-01	9.983316e-02
4.715476929427112e+00	-2.519638e-01	7.133752e-02
4.720359741927112e+00	-2.060387e-01	4.754669e-02
4.725242554427112e+00	-1.590698e-01	2.858120e-02
4.730125366927112e+00	-1.112950e-01	1.453712e-02
4.735008179427112e+00	-6.295631e-02	5.485625e-03
4.739890991927112e+00	-1.429868e-02	1.472553e-03
4.744773804427112e+00	3.443139e-02	2.518242e-03
4.749656616927112e+00	8.298704e-02	8.617394e-03
4.754539429427112e+00	1.311223e-01	1.973911e-02
4.759422241927112e+00	1.785932e-01	3.582704e-02
4.764305054427112e+00	2.251594e-01	5.679969e-02
4.769187866927112e+00	2.705848e-01	8.255079e-02
4.774070679427112e+00	3.146394e-01	1.129499e-01
4.778953491927112e+00	3.571000e-01	1.478430e-01
4.783836304427112e+00	3.977515e-01	1.870533e-01
4.788719116927112e+00	4.363878e-01	2.303822e-01
4.793601929427112e+00	4.728133e-01	2.776101e-01
4.798484741927112e+00	5.068434e-01	3.284978e-01
4.803367554427112e+00	5.383058e-01	3.827875e-01
4.808250366927112e+00	5.670410e-01	4.402041e-01
4.813133179427112e+00	5.929034e-01	5.004568e-01
4.818015991927112e+00	6.157621e-01	5.632402e-01
4.822898804427112e+00	6.355011e-01	6.282364e-01
4.827781616927112e+00	6.520206e-01	6.951159e-01
4.832664429427112e+00	6.652368e-01	7.635401e-01
4.837547241927112e+00	6.750827e-01	8.331623e-01
4.842430054427112e+00	6.815086e-01	9.036297e-01
4.847312866927112e+00	6.844817e-01	9.745852e-01
4.852195679427112e+00	6.839871e-01	1.045670e+00
4.857078491927112e+00	6.800273e-01	1.116523e+00
4.861961304427112e+00	6.726223e-01	1.186785e+00
4.866844116927112e+00	6.618097e-01	1.256101e+00
4.871726929427112e+00	6.476442e-01	1.324120e+00
4.876609741927112e+00	6.301975e-01	1.390497e+00
4.881492554427112e+00	6.095582e-01	1.454895e+00
4.886375366927112e+00	5.858307e-01	1.516989e+00
4.891258179427112e+00	5.591352e-01	1.576463e+00
4.896140991927112e+00	5.296071e-01	1.633017e+00
4.901023804427112e+00	4.973958e-01	1.686364e+00
4.905906616927112e+00	4.626646e-01	1.736234e+00
4.910789429427112e+00	4.255894e-01	1.782374e+00
4.915672241927112e+00	3.863581e-01	1.824550e+00
4.920555054427112e+00	3.451695e-01	1.862548e+00
4.925437866927112e+00	3.022321e-01	1.896177e+00
4.930320679427112e+00	2.577636e-01	1.925266e+00
4.935203491927112e+00	2.119892e-01	1.949667e+00
4.940086304427112e+00	1.651408e-01	1.969256e+00
4.944969116927112e+00	1.174558e-01	1.983935e+00
4.949851929427112e+00	6.917570e-02	1.993630e+00
4.954734741927112e+00	2.054516e-02	1.998290e+00
4.959617554427112e+00	-2.818945e-02	1.997892e+00
4.964500366927112e+00	-7.678124e-02	1.992440e+00
4.969383179427112e+00	-1.249840e-01	1.981959e+00
4.974265991927112e+00	-1.725536e-01	1.966503e+00
4.979148804427112e+00	-2.192490e-01	1.946151e+00
4.984031616927112e+00	-2.648336e-01	1.921005e+00
4.988914429427112e+00	-3.090765e-01	1.891193e+00
4.998680054427112e+00	-3.930168e-01	1.818951e+00
5.000000000000000e+00	-4.038860e-01	1.808044e+00
